fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
7,0.32,0.24,6.2,0.048,0.031,0.228,995.7,3.23,0.62,9.4,6,white
5.8,0.31,0.33,1.2,0.036,0.023,0.099,991.6,3.18,0.6,10.5,6,white
7,0.23,0.42,18.05,0.05,0.035,0.144,999.9,3.22,0.42,8.8,5,white
7,0.23,0.42,18.05,0.05,0.035,0.144,999.9,3.22,0.42,8.8,5,white
6.9,0.24,0.33,4.8,0.04,0.016,0.131,993.6,3.26,0.64,10.7,6,white
6,0.29,0.2,12.6,0.045,0.045,0.187,997.2,3.33,0.42,9.5,5,white
6.1,0.17,0.28,4.5,0.033,0.046,0.15,993.3,3.43,0.49,10.9,6,white
5.9,0.14,0.25,4.5,0.027,0.034,0.14,993.4,3.49,0.51,10.8,6,white
6.2,0.17,0.28,4.7,0.037,0.039,0.133,993.1,3.41,0.46,10.8,7,white
7.4,0.28,0.25,11.9,0.053,0.025,0.148,997.6,3.1,0.62,9.2,5,white
5.6,0.35,0.14,5,0.046,0.048,0.198,993.7,3.3,0.71,10.3,5,white
5.8,0.335,0.14,5.8,0.046,0.049,0.197,993.7,3.3,0.71,10.3,5,white
5.6,0.235,0.29,1.2,0.047,0.033,0.127,991,3.34,0.5,11,7,white
6.1,0.28,0.25,12.9,0.054,0.034,0.189,997.9,3.25,0.43,9,4,white
6.3,0.21,0.33,13.9,0.046,0.068,0.179,997.1,3.36,0.5,10.4,6,white
6.4,0.24,0.28,11.5,0.05,0.034,0.163,996.9,3.31,0.45,9.5,5,white
6.4,0.24,0.29,11.4,0.051,0.032,0.166,996.8,3.31,0.45,9.5,5,white
6.3,0.26,0.25,7.8,0.058,0.044,0.166,996.1,3.24,0.41,9,5,white
6.5,0.33,0.72,1.1,0.061,0.007,0.151,993,3.09,0.57,9.5,4,white
7.4,0.105,0.34,12.2,0.05,0.057,0.146,997.3,3.16,0.37,9,6,white
6,0.32,0.12,5.9,0.041,0.034,0.19,994.4,3.16,0.72,10,5,white
7.1,0.26,0.34,14.4,0.067,0.035,0.189,998.6,3.07,0.53,9.1,7,white
7.1,0.26,0.34,14.4,0.067,0.035,0.189,998.6,3.07,0.53,9.1,7,white
7.1,0.26,0.34,14.4,0.067,0.035,0.189,998.6,3.07,0.53,9.1,7,white
7.1,0.26,0.34,14.4,0.067,0.035,0.189,998.6,3.07,0.53,9.1,7,white
5.9,0.24,0.26,12.3,0.053,0.034,0.134,997.2,3.34,0.45,9.5,6,white
6.5,0.21,0.37,2.5,0.048,0.07,0.138,991.7,3.33,0.75,11.4,7,white
7.7,0.27,0.35,5.3,0.03,0.03,0.117,992,3.11,0.42,12.2,6,white
9,0.27,0.35,4.9,0.028,0.027,0.095,993.2,3.04,0.4,11.3,6,white
7.3,0.34,0.21,3.2,0.05,0.014,0.136,993.6,3.25,0.44,10.2,5,white
6.6,0.27,0.25,3.1,0.052,0.041,0.188,991.5,3.24,0.4,11.3,5,white
6.8,0.29,0.16,1.4,0.038,0.1225,0.2345,992.2,3.15,0.47,10,4,white
7.1,0.28,0.26,1.9,0.049,0.012,0.086,993.4,3.15,0.38,9.4,5,white
6.8,0.25,0.34,14,0.032,0.047,0.133,995.2,3.37,0.5,12.2,7,white
7,0.57,0.1,8.3,0.094,0.023,0.188,997.2,3.4,0.47,9.2,4,white
7.1,0.28,0.26,1.9,0.049,0.012,0.086,993.4,3.15,0.38,9.4,5,white
7.1,0.17,0.38,7.4,0.052,0.049,0.182,995.8,3.35,0.52,9.6,6,white
7.8,0.28,0.22,1.4,0.056,0.024,0.13,994.4,3.28,0.48,9.5,5,white
6.8,0.22,0.37,1.7,0.036,0.038,0.195,990.8,3.35,0.72,12.5,6,white
7.1,0.17,0.38,7.4,0.052,0.049,0.182,995.8,3.35,0.52,9.6,6,white
6.1,0.14,0.25,1.3,0.047,0.037,0.173,992.5,3.35,0.46,10,6,white
6.4,0.24,0.5,11.6,0.047,0.06,0.211,996.6,3.18,0.57,9.3,5,white
7.8,0.42,0.26,9.2,0.058,0.034,0.199,997.2,3.14,0.55,9.3,6,white
6.6,0.28,0.36,1.7,0.038,0.022,0.101,991.2,3.29,0.57,11.6,6,white
7.1,0.32,0.34,14.5,0.039,0.046,0.15,995,3.38,0.5,12.5,8,white
6.7,0.31,0.3,2.1,0.038,0.018,0.13,992.8,3.36,0.63,10.6,6,white
6.4,0.32,0.5,10.7,0.047,0.057,0.206,996.8,3.08,0.6,9.4,5,white
6.1,0.28,0.25,6.9,0.056,0.044,0.201,995.5,3.19,0.4,9.1,6,white
5.9,0.29,0.25,12,0.057,0.048,0.224,998.1,3.23,0.41,9,6,white
5.8,0.32,0.38,4.75,0.033,0.023,0.094,991,3.42,0.42,11.8,7,white
5.8,0.32,0.38,4.75,0.033,0.023,0.094,991,3.42,0.42,11.8,7,white
5.7,0.32,0.38,4.75,0.033,0.023,0.094,991,3.42,0.42,11.8,7,white
6.7,0.28,0.14,1.4,0.043,0.064,0.159,992,3.17,0.39,10,5,white
6.8,0.34,0.69,1.3,0.058,0.012,0.171,993.1,3.06,0.47,9.7,5,white
5.9,0.25,0.25,11.3,0.052,0.03,0.165,997,3.24,0.44,9.5,6,white
6.4,0.27,0.32,4.5,0.24,0.061,0.174,994.8,3.12,0.48,9.4,5,white
8.1,0.46,0.31,1.7,0.052,0.05,0.183,992.3,3.03,0.42,11.2,5,white
6.2,0.36,0.26,13.2,0.051,0.054,0.201,997.6,3.25,0.46,9,5,white
6.8,0.22,0.35,5.5,0.043,0.021,0.114,993.8,3.3,0.53,10.7,7,white
6.8,0.67,0.3,13,0.29,0.022,0.193,998.4,3.08,0.67,9,4,white
7.2,0.28,0.3,10.7,0.044,0.061,0.222,997.2,3.14,0.5,9.1,6,white
6.7,0.17,0.37,2,0.039,0.034,0.125,992.2,3.26,0.6,10.8,7,white
6.9,0.2,0.34,1.9,0.043,0.025,0.136,993.5,3.31,0.6,10.1,4,white
6.1,0.36,0.16,6.4,0.037,0.036,0.198,994.4,3.17,0.62,9.9,6,white
6,0.36,0.16,6.3,0.036,0.036,0.191,994.2,3.17,0.62,9.8,5,white
5.9,0.37,0.14,6.3,0.036,0.034,0.185,994.4,3.17,0.63,9.8,5,white
7.6,0.29,0.58,17.5,0.041,0.051,0.225,999.7,3.16,0.66,9.5,6,white
6.3,0.34,0.28,14.7,0.047,0.049,0.198,997.7,3.23,0.46,9.5,5,white
6.7,0.19,0.34,1,0.022,0.022,0.094,991.2,3.23,0.57,11.1,6,white
7.5,0.31,0.51,14.8,0.039,0.062,0.204,998.2,3.06,0.6,9.5,5,white
7.5,0.31,0.51,14.8,0.039,0.062,0.204,998.2,3.06,0.6,9.5,5,white
7.4,0.31,0.48,14.2,0.042,0.062,0.204,998.3,3.06,0.59,9.4,5,white
8.4,0.4,0.7,13.1,0.042,0.029,0.197,998,3.06,0.64,9.7,5,white
5.9,0.34,0.22,2.4,0.03,0.019,0.135,989.4,3.41,0.78,13.9,7,white
6.6,0.38,0.18,1.2,0.042,0.02,0.084,992.7,3.22,0.45,10.1,4,white
6.4,0.33,0.28,1.1,0.038,0.03,0.11,991.7,3.12,0.42,10.5,6,white
5.6,0.25,0.26,3.6,0.037,0.018,0.115,990.4,3.42,0.5,12.6,6,white
8.6,0.27,0.46,6.1,0.032,0.013,0.041,993,2.89,0.34,10.9,5,white
6.2,0.31,0.21,6.3,0.041,0.05,0.218,994.1,3.15,0.6,10,5,white
7.2,0.18,0.45,4.4,0.046,0.057,0.166,994.3,3.13,0.62,11.2,6,white
7.7,0.2,0.44,13.9,0.05,0.044,0.13,998.55,3.11,0.48,10,6,white
6.2,0.47,0.21,1,0.044,0.013,0.098,993.45,3.14,0.46,9.2,5,white
6.1,0.25,0.24,12.1,0.046,0.051,0.172,998,3.35,0.45,9.5,5,white
8.2,0.27,0.43,1.6,0.035,0.031,0.128,991.6,3.1,0.5,12.3,6,white
8.2,0.27,0.43,1.6,0.035,0.031,0.128,991.6,3.1,0.5,12.3,6,white
6.4,0.31,0.39,7.5,0.04,0.057,0.213,994.75,3.32,0.43,10,5,white
6,0.39,0.26,2.7,0.038,0.039,0.187,993.25,3.41,0.5,10.8,6,white
6.2,0.21,0.27,1.7,0.038,0.041,0.15,993.3,3.49,0.71,10.5,7,white
7.7,0.42,0.31,9.2,0.048,0.022,0.221,996.9,3.06,0.61,9.2,6,white
7,0.27,0.41,18.75,0.042,0.034,0.157,"1,000.2",2.96,0.5,9.1,5,white
6.2,0.21,0.27,1.7,0.038,0.041,0.15,993.3,3.49,0.71,10.5,7,white
7.4,0.29,0.5,1.8,0.042,0.035,0.127,993.7,3.45,0.5,10.2,7,white
6.6,0.29,0.44,9,0.053,0.062,0.178,996.85,3.02,0.45,8.9,5,white
6,0.3,0.44,1.5,0.046,0.015,0.182,994.55,3.5,0.52,10.4,5,white
6.9,0.31,0.34,1.6,0.032,0.023,0.128,991.7,3.37,0.47,11.7,6,white
6.6,0.33,0.31,1.3,0.02,0.029,0.089,990.35,3.26,0.44,12.4,8,white
7.8,0.3,0.4,1.8,0.028,0.023,0.122,991.4,3.14,0.39,10.9,7,white
6.4,0.39,0.21,1.2,0.041,0.035,0.136,992.25,3.15,0.46,10.2,5,white
6.4,0.24,0.31,2.8,0.038,0.041,0.114,991.55,3.37,0.66,11.7,7,white
7,0.21,0.34,8,0.057,0.019,0.101,995.4,2.99,0.59,9.4,5,white
6.4,0.16,0.31,5.3,0.043,0.042,0.157,994.55,3.35,0.47,10.5,5,white
6,0.33,0.27,0.8,0.185,0.012,0.188,992.4,3.12,0.62,9.4,5,white
6.5,0.23,0.33,13.8,0.042,0.025,0.139,996.95,3.35,0.56,10.4,6,white
6.2,0.25,0.48,10,0.044,0.078,0.24,996.55,3.25,0.47,9.5,6,white
8.8,0.28,0.45,6,0.022,0.014,0.049,993.4,3.01,0.33,11.1,7,white
6.6,0.25,0.3,14.4,0.052,0.04,0.183,998,3.02,0.5,9.1,6,white
6.9,0.38,0.25,9.8,0.04,0.028,0.191,997.1,3.28,0.61,9.2,5,white
6.4,0.25,0.3,5.5,0.038,0.015,0.129,994.8,3.14,0.49,9.6,6,white
6.6,0.25,0.3,14.4,0.052,0.04,0.183,998,3.02,0.5,9.1,6,white
6.9,0.38,0.25,9.8,0.04,0.028,0.191,997.1,3.28,0.61,9.2,5,white
7.1,0.21,0.31,3.8,0.021,0.04,0.142,992.15,3.17,0.39,10.8,7,white
6.4,0.25,0.3,5.5,0.038,0.015,0.129,994.8,3.14,0.49,9.6,6,white
6.9,0.39,0.4,4.6,0.022,0.005,0.019,991.5,3.31,0.37,12.6,3,white
5.8,0.2,0.3,1.5,0.031,0.021,0.057,991.15,3.44,0.55,11,6,white
7,0.2,0.37,2,0.03,0.026,0.136,993.2,3.28,0.61,10.2,6,white
5.9,0.26,0.25,12.5,0.034,0.038,0.152,997.7,3.33,0.43,9.4,5,white
7.4,0.38,0.27,7.5,0.041,0.024,0.16,995.35,3.17,0.43,10,5,white
7.4,0.2,1.66,2.1,0.022,0.034,0.113,991.65,3.26,0.55,12.2,6,white
7,0.21,0.34,8.5,0.033,0.031,0.253,995.3,3.22,0.56,10.5,6,white
7.2,0.29,0.4,7.6,0.024,0.056,0.177,992.8,3.04,0.32,11.5,6,white
6.9,0.18,0.38,8.1,0.049,0.044,0.176,995.8,3.3,0.54,9.8,6,white
7.3,0.3,0.42,7.35,0.025,0.051,0.175,992.8,3.04,0.32,11.4,6,white
7.2,0.29,0.4,7.6,0.024,0.056,0.177,992.8,3.04,0.32,11.5,6,white
6.9,0.2,0.5,10,0.036,0.078,0.167,996.4,3.15,0.55,10.2,6,white
6.7,0.2,0.42,14,0.038,0.083,0.16,998.7,3.16,0.5,9.4,6,white
7,0.21,0.34,8.5,0.033,0.031,0.253,995.3,3.22,0.56,10.5,6,white
5.9,0.35,0.47,2.2,0.11,0.014,0.138,993.2,3.09,0.5,9.1,5,white
7.1,0.28,0.44,1.8,0.032,0.032,0.107,990.7,3.25,0.48,12.2,7,white
5.8,0.25,0.28,11.1,0.056,0.045,0.175,997.55,3.42,0.43,9.5,5,white
6.8,0.22,0.37,15.2,0.051,0.068,0.178,999.35,3.4,0.85,9.3,6,white
7.1,0.14,0.4,1.2,0.051,0.055,0.136,993.2,3.3,0.96,9.8,7,white
7.1,0.13,0.4,1.2,0.047,0.054,0.134,993.2,3.3,0.97,9.8,7,white
6.9,0.18,0.38,8.1,0.049,0.044,0.176,995.8,3.3,0.54,9.8,6,white
7,0.2,0.38,8.1,0.05,0.042,0.173,995.85,3.3,0.54,9.8,6,white
6.8,0.24,0.49,19.3,0.057,0.055,0.247,"1,000.55",3,0.56,8.7,5,white
5,0.44,0.04,18.6,0.039,0.038,0.128,998.5,3.37,0.57,10.2,6,white
6.3,0.3,0.28,5,0.042,0.036,0.168,995.05,3.22,0.69,9.5,6,white
7.2,0.27,0.42,1.6,0.05,0.035,0.135,992,2.94,0.46,11,6,white
6.7,0.5,0.63,13.4,0.078,0.081,0.238,998.8,3.08,0.44,9.2,5,white
6.8,0.2,0.36,1.6,0.028,0.007,0.046,991.75,3.21,0.6,10.9,6,white
6.7,0.11,0.34,8.8,0.043,0.041,0.113,996.2,3.42,0.4,9.3,7,white
6.7,0.11,0.34,8.8,0.043,0.041,0.113,996.2,3.42,0.4,9.3,7,white
6.8,0.12,0.31,5.2,0.045,0.029,0.12,994.2,3.41,0.46,9.8,7,white
6.6,0.16,0.57,1.1,0.13,0.058,0.14,992.7,3.12,0.39,9.3,7,white
6.6,0.21,0.6,1.1,0.135,0.061,0.144,992.7,3.12,0.39,9.3,7,white
6.1,0.27,0.3,16.7,0.039,0.049,0.172,999.85,3.4,0.45,9.4,5,white
9.1,0.27,0.45,10.6,0.035,0.028,0.124,997,3.2,0.46,10.4,9,white
6.4,0.225,0.48,2.2,0.115,0.029,0.104,991.8,3.24,0.58,12.1,6,white
8.3,0.14,0.45,1.5,0.039,0.018,0.098,992.15,3.02,0.56,11,6,white
7.2,0.23,0.19,13.7,0.052,0.047,0.197,998.65,3.12,0.53,9,5,white
6.9,0.22,0.37,15,0.053,0.059,0.178,999.2,3.37,0.82,9.5,7,white
8.1,0.17,0.44,14.1,0.053,0.043,0.145,"1,000.6",3.28,0.75,8.8,8,white
6,0.395,0,1.4,0.042,0.007,0.055,991.35,3.37,0.38,11.2,4,white
7.8,0.29,0.22,9.5,0.056,0.044,0.213,997.15,3.08,0.61,9.3,6,white
6.9,0.22,0.37,15,0.053,0.059,0.178,999.2,3.37,0.82,9.5,7,white
8.1,0.17,0.44,14.1,0.053,0.043,0.145,"1,000.6",3.28,0.75,8.8,8,white
7.2,0.23,0.19,13.7,0.052,0.047,0.197,998.65,3.12,0.53,9,5,white
7.6,0.3,0.27,10.6,0.039,0.031,0.119,998.15,3.27,0.3,9.3,6,white
7.7,0.34,0.28,11,0.04,0.031,0.117,998.15,3.27,0.29,9.2,6,white
7.7,0.34,0.28,11,0.04,0.031,0.117,998.15,3.27,0.29,9.2,6,white
5.8,0.34,0.16,7,0.037,0.026,0.116,994.9,3.46,0.45,10,7,white
7.6,0.3,0.27,10.6,0.039,0.031,0.119,998.15,3.27,0.3,9.3,6,white
7.7,0.34,0.28,11,0.04,0.031,0.117,998.15,3.27,0.29,9.2,6,white
5.9,0.24,0.3,2,0.033,0.028,0.092,992.25,3.39,0.69,10.9,7,white
6.4,0.46,0.08,4.9,0.046,0.034,0.144,994.45,3.1,0.56,10,5,white
5.9,0.24,0.3,2,0.033,0.028,0.092,992.25,3.39,0.69,10.9,7,white
7.4,0.32,0.27,1.4,0.049,0.038,0.173,993.35,3.03,0.52,9.3,5,white
7.2,0.31,0.26,7.3,0.05,0.037,0.157,996.25,3.09,0.43,9,5,white
7.8,0.42,0.23,8.8,0.054,0.042,0.215,997.1,3.02,0.58,9.2,6,white
6.9,0.24,0.33,12.5,0.046,0.047,0.153,998.3,3.28,0.77,9.6,6,white
5.4,0.18,0.24,4.8,0.041,0.03,0.113,994.45,3.42,0.4,9.4,6,white
6,0.18,0.31,1.4,0.036,0.014,0.075,990.85,3.34,0.58,11.1,8,white
7.8,0.27,0.58,11.2,0.036,0.044,0.161,997.7,3.06,0.41,8.9,6,white
6,0.28,0.49,6.8,0.048,0.061,0.222,995.3,3.19,0.47,9.3,5,white
6.8,0.39,0.35,11.6,0.044,0.057,0.22,997.75,3.07,0.53,9.3,5,white
6.6,0.21,0.31,11.4,0.039,0.046,0.165,997.95,3.41,0.44,9.8,7,white
7.3,0.32,0.34,6.6,0.032,0.024,0.112,995.05,3.22,0.46,9.8,6,white
7.8,0.27,0.58,11.2,0.036,0.044,0.161,997.7,3.06,0.41,8.9,6,white
6.4,0.31,0.26,13.2,0.046,0.057,0.205,997.5,3.17,0.41,9.6,5,white
6.2,0.29,0.26,13.1,0.046,0.055,0.204,997.45,3.16,0.41,9.6,6,white
6,0.39,0.17,12,0.046,0.065,0.246,997.6,3.15,0.38,9,6,white
6.2,0.3,0.26,13.4,0.046,0.057,0.206,997.75,3.17,0.43,9.5,6,white
6,0.28,0.49,6.8,0.048,0.061,0.222,995.3,3.19,0.47,9.3,5,white
6,0.41,0.05,1.5,0.063,0.017,0.12,993.2,3.21,0.56,9.2,6,white
6.4,0.35,0.28,1.1,0.055,0.009,0.16,994.05,3.42,0.5,9.1,7,white
6.5,0.26,0.32,16.5,0.045,0.044,0.166,1000,3.38,0.46,9.5,6,white
7.9,0.35,0.24,15.6,0.072,0.044,0.229,997.85,3.03,0.59,10.5,6,white
6.2,0.3,0.17,2.8,0.04,0.024,0.125,993.9,3.01,0.46,9,5,white
8.4,0.18,0.42,5.1,0.036,0.007,0.077,993.9,3.16,0.52,11.7,5,white
6.6,0.56,0.22,8.9,0.034,0.027,0.133,996.75,3.2,0.51,9.1,5,white
6.2,0.3,0.17,2.8,0.04,0.024,0.125,993.9,3.01,0.46,9,5,white
6.6,0.56,0.22,8.9,0.034,0.027,0.133,996.75,3.2,0.51,9.1,5,white
6.6,0.36,0.29,1.6,0.021,0.024,0.085,989.65,3.41,0.61,12.4,9,white
7.3,0.655,0.2,10.2,0.071,0.028,0.212,997.1,2.96,0.58,9.2,6,white
6.8,0.18,0.21,5.4,0.053,0.034,0.104,994.45,3.3,0.43,9.4,5,white
6.7,0.19,0.23,6.2,0.047,0.036,0.117,994.5,3.34,0.43,9.6,6,white
8.4,0.18,0.42,5.1,0.036,0.007,0.077,993.9,3.16,0.52,11.7,5,white
7,0.21,0.37,7.2,0.042,0.036,0.167,995.8,3.26,0.56,9.8,6,white
6.8,0.25,0.38,8.1,0.046,0.024,0.155,995.6,3.33,0.59,10.2,6,white
7.4,0.24,0.36,2,0.031,0.027,0.139,990.55,3.28,0.48,12.5,9,white
7.1,0.16,0.36,10.7,0.044,0.02,0.09,995.9,3.16,0.44,10.9,7,white
7.1,0.16,0.36,1.2,0.043,0.021,0.09,992.5,3.16,0.42,11,7,white
7.3,0.205,0.31,1.7,0.06,0.034,0.11,996.3,3.72,0.69,10.5,6,white
7.4,0.17,0.4,5.5,0.037,0.034,0.161,993.5,3.05,0.62,11.5,4,white
7.3,0.3,0.34,2.7,0.044,0.034,0.108,991.05,3.36,0.53,12.8,8,white
6.9,0.25,0.34,1.3,0.035,0.027,0.082,990.45,3.18,0.44,12.2,6,white
7.3,0.205,0.31,1.7,0.06,0.034,0.11,996.3,3.72,0.69,10.5,6,white
7.5,0.42,0.34,4.3,0.04,0.034,0.108,991.55,3.14,0.45,12.8,8,white
7.3,0.25,0.36,2.1,0.034,0.03,0.177,990.85,3.25,0.4,11.9,8,white
7.3,0.25,0.36,2.1,0.034,0.03,0.177,990.85,3.25,0.4,11.9,8,white
7.3,0.25,0.36,2.1,0.034,0.03,0.177,990.85,3.25,0.4,11.9,8,white
7.5,0.34,0.35,6,0.034,0.012,0.126,992.4,3.16,0.39,12,7,white
7.6,0.33,0.35,6.3,0.036,0.012,0.126,992.4,3.16,0.39,12,7,white
8.7,0.23,0.32,13.4,0.044,0.035,0.169,999.75,3.12,0.47,8.8,7,white
8.7,0.23,0.32,13.4,0.044,0.035,0.169,999.75,3.12,0.47,8.8,7,white
6.9,0.19,0.35,1.7,0.036,0.033,0.101,993.15,3.21,0.54,10.8,7,white
7.3,0.21,0.29,1.6,0.034,0.029,0.118,991.7,3.3,0.5,11,8,white
7.3,0.21,0.29,1.6,0.034,0.029,0.118,991.7,3.3,0.5,11,8,white
6.6,0.22,0.37,15.4,0.035,0.062,0.153,998.45,3.02,0.4,9.3,5,white
9.2,0.34,0.27,1.2,0.026,0.017,0.073,992.1,3.08,0.39,10.8,5,white
8.7,0.23,0.32,13.4,0.044,0.035,0.169,999.75,3.12,0.47,8.8,7,white
6,0.2,0.24,1.8,0.03,0.03,0.105,990.9,3.31,0.47,11.5,6,white
6.9,0.19,0.35,1.7,0.036,0.033,0.101,993.15,3.21,0.54,10.8,7,white
8.2,0.38,0.49,13.6,0.042,0.058,0.166,998.55,3.1,0.54,9.4,5,white
6.9,0.18,0.36,1.3,0.036,0.04,0.117,993.4,3.27,0.95,9.5,7,white
7.7,0.34,0.58,11.1,0.039,0.041,0.151,997.8,3.06,0.49,8.6,5,white
6.9,0.18,0.36,1.3,0.036,0.04,0.117,993.4,3.27,0.95,9.5,7,white
7.4,0.2,0.35,2.1,0.038,0.03,0.116,994.9,3.49,0.77,10.3,7,white
8.2,0.38,0.49,13.6,0.042,0.058,0.166,998.55,3.1,0.54,9.4,5,white
8.2,0.4,0.48,13.7,0.042,0.059,0.169,998.6,3.1,0.52,9.4,5,white
6.7,0.22,0.39,10.2,0.038,0.06,0.149,997.25,3.17,0.54,10,7,white
6.6,0.3,0.3,4.8,0.17,0.06,0.166,994.6,3.18,0.47,9.4,5,white
8.1,0.27,0.35,1.7,0.03,0.038,0.103,992.55,3.22,0.63,10.4,8,white
7.3,0.25,0.42,14.2,0.041,0.057,0.182,999.6,3.29,0.75,9.1,7,white
4.8,0.34,0,6.5,0.028,0.033,0.163,993.9,3.36,0.61,9.9,6,white
6.2,0.28,0.33,1.7,0.029,0.024,0.111,990,3.24,0.5,12.1,6,white
4.8,0.33,0,6.5,0.028,0.034,0.163,993.7,3.35,0.61,9.9,5,white
6.1,0.27,0.33,2.2,0.021,0.026,0.117,988.6,3.12,0.3,12.5,6,white
6.9,0.18,0.36,1.3,0.036,0.04,0.117,993.4,3.27,0.95,9.5,7,white
7.8,0.18,0.46,12.6,0.042,0.041,0.143,1000,3.24,0.76,8.5,8,white
7.3,0.28,0.42,14.4,0.04,0.049,0.173,999.4,3.28,0.82,9,7,white
7.3,0.24,0.29,1.2,0.037,0.037,0.097,992.6,3.19,0.7,10.1,6,white
6,0.45,0.65,9.7,0.08,0.011,0.159,995.6,3.04,0.48,9.4,5,white
7.7,0.34,0.58,11.1,0.039,0.041,0.151,997.8,3.06,0.49,8.6,5,white
6.3,0.26,0.21,4,0.03,0.024,0.125,991.5,3.06,0.34,10.7,6,white
10.3,0.17,0.47,1.4,0.037,0.005,0.033,993.9,2.89,0.28,9.6,3,white
7.7,0.15,0.29,1.3,0.029,0.01,0.064,993.2,3.35,0.39,10.1,5,white
7.1,0.21,0.32,2.2,0.037,0.028,0.141,993,3.2,0.57,10,7,white
6.9,0.36,0.34,4.2,0.018,0.057,0.119,989.8,3.28,0.36,12.7,9,white
6,0.28,0.34,1.6,0.119,0.033,0.104,992.1,3.19,0.38,10.2,6,white
6.2,0.16,0.54,1.4,0.126,0.037,0.11,993.2,3.23,0.37,8.9,6,white
6.9,0.12,0.36,2.2,0.037,0.018,0.111,991.9,3.41,0.82,11.9,8,white
7.1,0.21,0.32,2.2,0.037,0.028,0.141,993,3.2,0.57,10,7,white
8.8,0.36,0.44,1.9,0.04,0.009,0.121,995.3,3.19,0.48,9.9,6,white
7.4,0.26,0.43,6,0.022,0.022,0.125,992.8,3.13,0.55,11.5,6,white
7.4,0.26,0.43,6,0.022,0.022,0.125,992.8,3.13,0.55,11.5,6,white
6.8,0.23,0.29,12.2,0.035,0.038,0.236,997.6,3.35,0.52,9.8,6,white
6.1,0.34,0.27,2.6,0.024,0.02,0.105,990.6,3.4,0.67,12.2,7,white
7.3,0.26,0.31,1.6,0.04,0.039,0.173,991.8,3.19,0.51,11.4,6,white
6.5,0.3,0.32,2,0.044,0.034,0.09,991.85,3.37,0.68,11,7,white
7.3,0.26,0.31,1.6,0.04,0.039,0.173,991.8,3.19,0.51,11.4,6,white
6.5,0.3,0.32,2,0.044,0.034,0.09,991.85,3.37,0.68,11,7,white
5,0.31,0,6.4,0.046,0.043,0.166,994,3.3,0.63,9.9,6,white
5.8,0.26,0.18,1.2,0.031,0.04,0.114,990.8,3.42,0.4,11,7,white
5.9,0.26,0.3,1,0.036,0.038,0.114,992.8,3.58,0.48,9.4,5,white
7,0.31,0.29,1.4,0.037,0.033,0.128,989.6,3.12,0.36,12.2,7,white
5.8,0.26,0.18,1.2,0.031,0.04,0.114,990.8,3.42,0.4,11,7,white
5.6,0.19,0.39,1.1,0.043,0.017,0.067,991.8,3.23,0.53,10.3,6,white
6.8,0.18,0.28,8.7,0.047,0.052,0.242,995.2,3.22,0.53,10.5,6,white
7,0.29,0.26,1.6,0.044,0.012,0.087,992.3,3.08,0.46,10.5,6,white
6.6,0.26,0.29,1.4,0.039,0.013,0.067,991.5,3.05,0.49,10.9,6,white
6.8,0.18,0.28,8.5,0.047,0.052,0.242,995.2,3.22,0.53,10.5,6,white
6.6,0.2,0.38,7.9,0.052,0.03,0.145,994.7,3.32,0.56,11,7,white
8,0.29,0.29,13.2,0.046,0.026,0.113,998.3,3.25,0.37,9.7,6,white
6.1,0.28,0.35,12.8,0.048,0.063,0.229,997.5,3.08,0.4,8.9,5,white
5.9,0.31,0.3,7.7,0.047,0.06,0.206,995,3.2,0.39,9.6,6,white
6.9,0.21,0.28,2.4,0.056,0.049,0.159,994.4,3.02,0.47,8.8,8,white
8.4,0.19,0.42,1.6,0.047,0.009,0.101,994,3.06,0.65,11.1,4,white
8.3,0.27,0.45,1.3,0.048,0.008,0.072,994.4,3.08,0.61,10.3,4,white
7.1,0.25,0.39,2.1,0.036,0.03,0.124,990.8,3.28,0.43,12.2,8,white
8,0.23,0.37,9.6,0.054,0.023,0.159,997.95,3.32,0.47,9.8,4,white
7.5,0.24,0.31,13,0.049,0.046,0.217,998.5,3.08,0.53,8.8,5,white
6.3,0.33,0.2,5.8,0.04,0.024,0.144,994.25,3.15,0.63,9.9,5,white
6.2,0.33,0.19,5.6,0.042,0.022,0.143,994.25,3.15,0.63,9.9,5,white
6.3,0.34,0.19,5.8,0.041,0.022,0.145,994.3,3.15,0.63,9.9,5,white
5.8,0.29,0.05,0.8,0.038,0.011,0.03,992.4,3.36,0.35,9.2,5,white
8,0.32,0.26,1.2,0.05,0.0115,0.088,994.6,3.24,0.37,9.5,4,white
5.6,0.29,0.05,0.8,0.038,0.011,0.03,992.4,3.36,0.35,9.2,5,white
7.4,0.13,0.39,4.7,0.042,0.036,0.137,995,3.36,0.56,10.3,7,white
7.7,0.3,0.32,1.6,0.037,0.023,0.124,991.9,2.93,0.33,11,6,white
7,0.24,0.34,1.4,0.031,0.027,0.107,990,3.06,0.39,11.9,6,white
8.6,0.18,0.4,1.1,0.04,0.02,0.107,992.3,2.94,0.32,10.2,7,white
7,0.11,0.32,4.6,0.057,0.059,0.144,995.6,3.55,0.44,9.4,7,white
7.7,0.32,0.62,10.6,0.036,0.056,0.153,997.8,3.13,0.44,8.9,6,white
7.7,0.32,0.62,10.6,0.036,0.056,0.153,997.8,3.13,0.44,8.9,6,white
